"original-question","alternative-question","sql"
"Who has scheduled time off for next month?","Who among the employees has requested vacation for the upcoming month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE (((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-03-01') AND (date(""t1"".""start_date"") <= '2025-03-31')) OR ((date(""t1"".""end_date"") >= '2025-03-01') AND (date(""t1"".""end_date"") <= '2025-03-31'))) OR ((date(""t1"".""start_date"") <= '2025-03-01') AND (date(""t1"".""end_date"") >= '2025-03-31'))))"
"Who has scheduled time off for next month?","List the employees with scheduled time off for next month.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE (((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-03-01') AND (date(""t1"".""start_date"") <= '2025-03-31')) OR ((date(""t1"".""end_date"") >= '2025-03-01') AND (date(""t1"".""end_date"") <= '2025-03-31'))) OR ((date(""t1"".""start_date"") <= '2025-03-01') AND (date(""t1"".""end_date"") >= '2025-03-31'))))"
"Who has scheduled time off for next month?","Can I get a list of those who have booked time off next month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE (((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-03-01') AND (date(""t1"".""start_date"") <= '2025-03-31')) OR ((date(""t1"".""end_date"") >= '2025-03-01') AND (date(""t1"".""end_date"") <= '2025-03-31'))) OR ((date(""t1"".""start_date"") <= '2025-03-01') AND (date(""t1"".""end_date"") >= '2025-03-31'))))"
"Who has scheduled time off for next month?","Who has arranged for leave during next month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE (((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-03-01') AND (date(""t1"".""start_date"") <= '2025-03-31')) OR ((date(""t1"".""end_date"") >= '2025-03-01') AND (date(""t1"".""end_date"") <= '2025-03-31'))) OR ((date(""t1"".""start_date"") <= '2025-03-01') AND (date(""t1"".""end_date"") >= '2025-03-31'))))"
"Who has scheduled time off for next month?","Which employees are off next month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE (((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-03-01') AND (date(""t1"".""start_date"") <= '2025-03-31')) OR ((date(""t1"".""end_date"") >= '2025-03-01') AND (date(""t1"".""end_date"") <= '2025-03-31'))) OR ((date(""t1"".""start_date"") <= '2025-03-01') AND (date(""t1"".""end_date"") >= '2025-03-31'))))"
"Who has scheduled time off for next month?","Who is scheduled to be away from work next month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE (((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-03-01') AND (date(""t1"".""start_date"") <= '2025-03-31')) OR ((date(""t1"".""end_date"") >= '2025-03-01') AND (date(""t1"".""end_date"") <= '2025-03-31'))) OR ((date(""t1"".""start_date"") <= '2025-03-01') AND (date(""t1"".""end_date"") >= '2025-03-31'))))"
"Who has scheduled time off for next month?","Can you provide details on who has time off scheduled for next month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE (((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-03-01') AND (date(""t1"".""start_date"") <= '2025-03-31')) OR ((date(""t1"".""end_date"") >= '2025-03-01') AND (date(""t1"".""end_date"") <= '2025-03-31'))) OR ((date(""t1"".""start_date"") <= '2025-03-01') AND (date(""t1"".""end_date"") >= '2025-03-31'))))"
"Who has scheduled time off for next month?","Who has approved leave for next month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE (((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-03-01') AND (date(""t1"".""start_date"") <= '2025-03-31')) OR ((date(""t1"".""end_date"") >= '2025-03-01') AND (date(""t1"".""end_date"") <= '2025-03-31'))) OR ((date(""t1"".""start_date"") <= '2025-03-01') AND (date(""t1"".""end_date"") >= '2025-03-31'))))"
"Who has scheduled time off for next month?","What employees are taking time off in the next month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE (((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-03-01') AND (date(""t1"".""start_date"") <= '2025-03-31')) OR ((date(""t1"".""end_date"") >= '2025-03-01') AND (date(""t1"".""end_date"") <= '2025-03-31'))) OR ((date(""t1"".""start_date"") <= '2025-03-01') AND (date(""t1"".""end_date"") >= '2025-03-31'))))"
"Who has scheduled time off for next month?","Who has their time off set for next month?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE (((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-03-01') AND (date(""t1"".""start_date"") <= '2025-03-31')) OR ((date(""t1"".""end_date"") >= '2025-03-01') AND (date(""t1"".""end_date"") <= '2025-03-31'))) OR ((date(""t1"".""start_date"") <= '2025-03-01') AND (date(""t1"".""end_date"") >= '2025-03-31'))))"
"Who has scheduled time off for next month?","List anyone who has requested leave for next month.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE (((""t2"".""is_active"" = 1) AND (date(""t1"".""start_date"") > date('now'))) AND ((((date(""t1"".""start_date"") >= '2025-03-01') AND (date(""t1"".""start_date"") <= '2025-03-31')) OR ((date(""t1"".""end_date"") >= '2025-03-01') AND (date(""t1"".""end_date"") <= '2025-03-31'))) OR ((date(""t1"".""start_date"") <= '2025-03-01') AND (date(""t1"".""end_date"") >= '2025-03-31'))))"
"List all employees who are on sick leave today.","Show me all employees who are currently on sick leave today.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND ((date(""t1"".""start_date"") <= date('now')) AND (date(""t1"".""end_date"") >= date('now')))) AND ((((date(""t1"".""start_date"") >= '2025-02-27') AND (date(""t1"".""start_date"") <= '2025-02-27')) OR ((date(""t1"".""end_date"") >= '2025-02-27') AND (date(""t1"".""end_date"") <= '2025-02-27'))) OR ((date(""t1"".""start_date"") <= '2025-02-27') AND (date(""t1"".""end_date"") >= '2025-02-27')))) AND (LOWER(""t1"".""policy_type"") LIKE '%sick%'))"
"List all employees who are on sick leave today.","Can you provide a list of employees taking sick leave today?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND ((date(""t1"".""start_date"") <= date('now')) AND (date(""t1"".""end_date"") >= date('now')))) AND ((((date(""t1"".""start_date"") >= '2025-02-27') AND (date(""t1"".""start_date"") <= '2025-02-27')) OR ((date(""t1"".""end_date"") >= '2025-02-27') AND (date(""t1"".""end_date"") <= '2025-02-27'))) OR ((date(""t1"".""start_date"") <= '2025-02-27') AND (date(""t1"".""end_date"") >= '2025-02-27')))) AND (LOWER(""t1"".""policy_type"") LIKE '%sick%'))"
"List all employees who are on sick leave today.","I want to see which employees are on sick leave right now.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND ((date(""t1"".""start_date"") <= date('now')) AND (date(""t1"".""end_date"") >= date('now')))) AND ((((date(""t1"".""start_date"") >= '2025-02-27') AND (date(""t1"".""start_date"") <= '2025-02-27')) OR ((date(""t1"".""end_date"") >= '2025-02-27') AND (date(""t1"".""end_date"") <= '2025-02-27'))) OR ((date(""t1"".""start_date"") <= '2025-02-27') AND (date(""t1"".""end_date"") >= '2025-02-27')))) AND (LOWER(""t1"".""policy_type"") LIKE '%sick%'))"
"List all employees who are on sick leave today.","Please list the employees who have sick leave today.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND ((date(""t1"".""start_date"") <= date('now')) AND (date(""t1"".""end_date"") >= date('now')))) AND ((((date(""t1"".""start_date"") >= '2025-02-27') AND (date(""t1"".""start_date"") <= '2025-02-27')) OR ((date(""t1"".""end_date"") >= '2025-02-27') AND (date(""t1"".""end_date"") <= '2025-02-27'))) OR ((date(""t1"".""start_date"") <= '2025-02-27') AND (date(""t1"".""end_date"") >= '2025-02-27')))) AND (LOWER(""t1"".""policy_type"") LIKE '%sick%'))"
"List all employees who are on sick leave today.","Who are the employees absent due to sick leave today?","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND ((date(""t1"".""start_date"") <= date('now')) AND (date(""t1"".""end_date"") >= date('now')))) AND ((((date(""t1"".""start_date"") >= '2025-02-27') AND (date(""t1"".""start_date"") <= '2025-02-27')) OR ((date(""t1"".""end_date"") >= '2025-02-27') AND (date(""t1"".""end_date"") <= '2025-02-27'))) OR ((date(""t1"".""start_date"") <= '2025-02-27') AND (date(""t1"".""end_date"") >= '2025-02-27')))) AND (LOWER(""t1"".""policy_type"") LIKE '%sick%'))"
"List all employees who are on sick leave today.","Find all employees that are on sick leave as of today.","SELECT ""t1"".""id"", ""t1"".""employee_id"", ""t1"".""policy_type"", ""t1"".""start_date"", ""t1"".""end_date"", ""t1"".""type"", ""t1"".""status"", ""t1"".""created_at"", ""t1"".""updated_at"", ""t2"".""id"", ""t2"".""updated_at"", ""t2"".""full_name"", ""t2"".""nationality"", ""t2"".""department"", ""t2"".""is_manager"", ""t2"".""location"", ""t2"".""linkedin"", ""t2"".""twitter_x"", ""t2"".""facebook"", ""t2"".""email"", ""t2"".""is_active"", ""t2"".""reports_to_id"", ""t2"".""birth_date"", ""t2"".""client"" FROM ""time_off"" AS ""t1"" INNER JOIN ""employees"" AS ""t2"" ON (""t1"".""employee_id"" = ""t2"".""id"") WHERE ((((""t2"".""is_active"" = 1) AND ((date(""t1"".""start_date"") <= date('now')) AND (date(""t1"".""end_date"") >= date('now')))) AND ((((date(""t1"".""start_date"") >= '2025-02-27') AND (date(""t1"".""start_date"") <= '2025-02-27')) OR ((date(""t1"".""end_date"") >= '2025-02-27') AND (date(""t1"".""end_date"") <= '2025-02-27'))) OR ((date(""t1"".""start_date"") <= '2025-02-27') AND (date(""t1"".""end_date"") >= '2025-02-27')))) AND (LOWER(""t1"".""policy_type"") LIKE '%sick%'))"
